Date,Ticker,PnL,IV_Percentile,Breached
2025-08-01,MSFT,-171.485,30.29045643153527,True
2025-08-01,AMZN,5.550432448867881,72.19917012448133,False
2025-08-01,AVGO,-42.96376235985715,0.8298755186721992,False
2025-08-01,JPM,-14.747615291492998,41.90871369294606,False
2025-08-01,UNH,16.307285880601796,82.15767634854771,False
2025-08-01,MA,-55.64093503248746,16.59751037344398,False
2025-08-01,COST,16.639473642313085,6.224066390041494,False
2025-08-01,HD,-26.556179811417202,36.51452282157676,False
2025-08-01,CRM,14.283060669971004,13.278008298755188,False
2025-08-01,AMD,-5.45482891753355,27.385892116182575,False
2025-08-01,ADBE,-177.835,11.20331950207469,True
2025-08-01,LIN,-182.475,12.448132780082988,True
2025-08-01,ACN,6.552855332564089,57.26141078838174,False
2025-08-01,ORCL,-41.75286266493785,19.91701244813278,False
2025-08-01,DHR,18.21596548482667,71.36929460580913,False
2025-08-01,IBM,16.096841486307035,69.29460580912863,False
2025-08-01,TXN,18.400228765117042,89.62655601659752,False
2025-08-01,AMGN,-6.029375890585453,32.365145228215766,False
2025-08-01,CAT,3.382180456378525,24.896265560165975,False
2025-08-01,PM,17.819877307412703,81.74273858921161,False
2025-08-01,NOW,15.576878283609897,64.31535269709543,False
2025-08-01,UNP,7.28440360428062,65.56016597510373,False
2025-08-01,SPGI,-170.695,59.75103734439834,True
2025-08-01,ISRG,18.54547377503075,42.32365145228216,False
2025-08-01,HON,4.134958172908476,68.04979253112033,False
2025-08-01,DE,-3.161028632142915,51.867219917012456,False
2025-08-01,SYK,8.769008535185364,63.90041493775933,False
2025-08-01,AXP,0.6494453514409138,25.72614107883817,False
2025-08-01,VRTX,-16.84223525806534,58.09128630705395,False
2025-08-01,PANW,12.64169744802941,86.72199170124482,False
2025-08-01,BA,17.863805358210328,17.842323651452283,False
2025-08-01,ETN,12.14849642189142,29.87551867219917,False
2025-08-01,CI,13.501903521369973,99.5850622406639,False
2025-08-08,AAPL,11.923957698688369,70.32520325203252,False
2025-08-08,MSFT,18.238020208263727,47.5609756097561,False
2025-08-08,AMZN,15.356973391553463,76.42276422764228,False
2025-08-08,AVGO,16.710725137294922,6.504065040650407,False
2025-08-08,BRK-B,17.412727258863757,48.78048780487805,False
2025-08-08,V,15.88163146625714,43.49593495934959,False
2025-08-08,UNH,19.073953730179504,83.73983739837398,False
2025-08-08,MA,17.61264055738645,32.52032520325203,False
2025-08-08,HD,17.841283355556612,39.43089430894309,False
2025-08-08,AMD,17.513593267412308,67.07317073170732,False
2025-08-08,ADBE,-39.081500878678455,24.796747967479675,False
2025-08-08,LIN,11.7685649423108,37.39837398373984,False
2025-08-08,MCD,14.799973754176875,55.6910569105691,False
2025-08-08,ACN,17.137631699696843,62.19512195121951,False
2025-08-08,ORCL,13.957093216376947,29.268292682926827,False
2025-08-08,DHR,16.313338265057542,71.54471544715447,False
2025-08-08,IBM,-20.955466126326215,72.76422764227642,False
2025-08-08,GE,17.844631176301597,10.975609756097562,False
2025-08-08,TXN,6.882555710587512,87.8048780487805,False
2025-08-08,AMGN,8.057229309917036,60.56910569105691,False
2025-08-08,CAT,-28.963066823286333,28.86178861788618,False
2025-08-08,PM,18.007636676703132,81.30081300813008,False
2025-08-08,NOW,-2.0977011842408633,60.56910569105691,False
2025-08-08,UNP,4.706026362057836,69.51219512195121,False
2025-08-08,SPGI,17.60438875426931,73.57723577235772,False
2025-08-08,AMAT,16.698087572863617,13.821138211382115,False
2025-08-08,ISRG,17.493034802498777,30.081300813008134,False
2025-08-08,GS,16.47576939352664,10.16260162601626,False
2025-08-08,LOW,13.964936457501764,56.09756097560976,False
2025-08-08,HON,17.691183552404667,71.95121951219512,False
2025-08-08,DE,13.220684840365271,46.34146341463415,False
2025-08-08,SYK,16.956969168198555,63.41463414634146,False
2025-08-08,AXP,15.048241548996222,13.008130081300814,False
2025-08-08,PANW,17.730959173004933,76.01626016260163,False
2025-08-08,MU,-183.475,35.77235772357724,True
2025-08-08,ETN,14.158616422853697,69.51219512195121,False
2025-08-08,CI,18.55305916717247,99.59349593495935,False
2025-08-08,APD,-184.41,42.68292682926829,True
2025-08-15,AAPL,16.92762588739165,71.71314741035857,False
2025-08-15,MSFT,12.72758635475222,55.77689243027888,False
2025-08-15,AMZN,18.61288756508934,80.47808764940238,False
2025-08-15,AVGO,17.722669562844985,11.155378486055776,False
2025-08-15,BRK-B,17.545620124317484,56.573705179282875,False
2025-08-15,V,12.530308760364427,45.81673306772908,False
2025-08-15,MA,15.389714854077518,30.278884462151396,False
